"id_origin","hour","dow","viajes"
"0827906",21,6,25600.521
"0827906",21,7,24108.63
"0827906",22,1,21089.122
"0827906",22,2,20788.249
"0827906",22,3,21348.09
"0827906",22,4,21032.11
"0827906",22,5,21833.619
"0827906",22,6,20330.374
"0827906",22,7,19387.226
"0827906",23,1,13732.904
"0827906",23,2,14434.515
"0827906",23,3,14813.005
"0827906",23,4,14566.333
"0827906",23,5,16514.507
"0827906",23,6,16422.504
"0827906",23,7,14555.574
"0827907",0,1,2304.94
"0827907",0,2,1933.529
"0827907",0,3,2092.768
"0827907",0,4,1951.345
"0827907",0,5,2091.951
"0827907",0,6,2467.637
"0827907",0,7,2808.02
"0827907",1,1,1278.385
"0827907",1,2,1032.101
"0827907",1,3,1092.752
"0827907",1,4,1285.916
"0827907",1,5,1247.416
"0827907",1,6,1804.28
"0827907",1,7,1966.078
"0827907",2,1,1113.525
"0827907",2,2,784.347
"0827907",2,3,1285.44
"0827907",2,4,992.356
"0827907",2,5,1093.406
"0827907",2,6,1302.613
"0827907",2,7,1372.752
"0827907",3,1,961.693
"0827907",3,2,1033.672
"0827907",3,3,1013.144
"0827907",3,4,863.836
"0827907",3,5,1031.567
"0827907",3,6,1222.013
"0827907",3,7,1173.152
"0827907",4,1,920.335
"0827907",4,2,1109.559
"0827907",4,3,1009.456
"0827907",4,4,1042.648
"0827907",4,5,933.409
"0827907",4,6,1295.467
"0827907",4,7,962.142
"0827907",5,1,1789.034
"0827907",5,2,2232.548
"0827907",5,3,2007.595
"0827907",5,4,2424.68
"0827907",5,5,2107.21
"0827907",5,6,1528.373
"0827907",5,7,1294.267
"0827907",6,1,3507.312
"0827907",6,2,4487.306
"0827907",6,3,4660.144
"0827907",6,4,4349.847
"0827907",6,5,4438.172
"0827907",6,6,2171.418
"0827907",6,7,1756.303
"0827907",7,1,5914.982
"0827907",7,2,7165.109
"0827907",7,3,7374.702
"0827907",7,4,7277.206
"0827907",7,5,7070.811
"0827907",7,6,2691.436
"0827907",7,7,2198.293
"0827907",8,1,5524.633
"0827907",8,2,7187.107
"0827907",8,3,6748.056
"0827907",8,4,6952.486
"0827907",8,5,6737.615
"0827907",8,6,3625.59
"0827907",8,7,2779.677
"0827907",9,1,5061.765
"0827907",9,2,5786.053
"0827907",9,3,5578.849
"0827907",9,4,5485.954
"0827907",9,5,5779.536
"0827907",9,6,4482.408
"0827907",9,7,3413.457
"0827907",10,1,4601.33
"0827907",10,2,5039.548
"0827907",10,3,4874.874
"0827907",10,4,4928.395
"0827907",10,5,5099.404
"0827907",10,6,4957.362
"0827907",10,7,4018.192
"0827907",11,1,4922.646
"0827907",11,2,4894.472
"0827907",11,3,4655.443
"0827907",11,4,4620.516
"0827907",11,5,4955.98
"0827907",11,6,5830.545
"0827907",11,7,4647.566
"0827907",12,1,5099.032
"0827907",12,2,5286.172
"0827907",12,3,5228.23
"0827907",12,4,4827.135
"0827907",12,5,5082.438
"0827907",12,6,6141.597
"0827907",12,7,4664.99
"0827907",13,1,5843.646
"0827907",13,2,6255.943
"0827907",13,3,6090.694
"0827907",13,4,6086.726
"0827907",13,5,6269.485
"0827907",13,6,6278.656
"0827907",13,7,4886.273
"0827907",14,1,6502.877
"0827907",14,2,7595.137
"0827907",14,3,7429.06
"0827907",14,4,7389.627
"0827907",14,5,8632.061
"0827907",14,6,5496.377
"0827907",14,7,4039.374
"0827907",15,1,5656.272
"0827907",15,2,6867.614
"0827907",15,3,6786.594
"0827907",15,4,7115.515
"0827907",15,5,7100.877
"0827907",15,6,4224.92
"0827907",15,7,3547.465
"0827907",16,1,5588.3
"0827907",16,2,6200.447
"0827907",16,3,6354.851
"0827907",16,4,6337.225
"0827907",16,5,6557.194
"0827907",16,6,4504.226
"0827907",16,7,3660.44
"0827907",17,1,6216.996
"0827907",17,2,6667.308
"0827907",17,3,7047.437
"0827907",17,4,6909.497
"0827907",17,5,6133.273
"0827907",17,6,5416.294
"0827907",17,7,4487.64
"0827907",18,1,6195.326
"0827907",18,2,6765.655
"0827907",18,3,6996.395
"0827907",18,4,6785.248
"0827907",18,5,6292.436
"0827907",18,6,5539.273
"0827907",18,7,4526.256
"0827907",19,1,5357.403
"0827907",19,2,5617.496
"0827907",19,3,5729.856
"0827907",19,4,6045.592
"0827907",19,5,5557.716
"0827907",19,6,5877.055
"0827907",19,7,4305.278
"0827907",20,1,5028.746
"0827907",20,2,5321.724
"0827907",20,3,5477.583
"0827907",20,4,5343.31
"0827907",20,5,5455.506
"0827907",20,6,5554.518
"0827907",20,7,3714.584
"0827907",21,1,4035.681
"0827907",21,2,4326.745
"0827907",21,3,4333.72
"0827907",21,4,4438.53
"0827907",21,5,4755.509
"0827907",21,6,4766.622
"0827907",21,7,3317.951
"0827907",22,1,3730.537
"0827907",22,2,4148.021
"0827907",22,3,4041.212
"0827907",22,4,4163.415
"0827907",22,5,3817.976
"0827907",22,6,3255.679
"0827907",22,7,2912.563
"0827907",23,1,2201.556
"0827907",23,2,2077.979
"0827907",23,3,2071.076
"0827907",23,4,2235.881
"0827907",23,5,2497.732
"0827907",23,6,2573.737
"0827907",23,7,1962.595
